-2.814343, 1.959000, 33.000000
-2.826070, 1.950000, 29.000000
-2.837523, 1.964000, 33.000000
-2.848978, 1.994000, 29.000000
-2.851159, 16.209999, 29.000000
-2.868885, 2.923000, 33.000000
-2.880338, 2.918000, 33.000000
-2.892065, 2.921000, 33.000000
-2.903518, 2.915000, 33.000000
-2.915246, 2.913000, 33.000000
-2.926972, 2.913000, 33.000000
-2.938426, 2.910000, 33.000000
-2.950152, 2.912000, 33.000000
-2.961606, 2.909000, 33.000000
-2.973332, 2.911000, 33.000000
-2.984786, 2.908000, 33.000000
-2.996512, 2.909000, 33.000000
-3.008239, 2.909000, 33.000000
-3.019692, 2.913000, 33.000000
-3.031419, 2.911000, 33.000000
-3.042872, 2.915000, 33.000000
-3.054599, 2.912000, 33.000000
-3.066052, 2.914000, 33.000000
-3.077780, 2.919000, 33.000000
-3.089233, 2.920000, 33.000000
-3.100960, 2.922000, 33.000000
-3.112686, 2.925000, 33.000000
-3.124140, 2.925000, 33.000000
-3.135866, 2.935000, 29.000000
3.135866, 2.944000, 29.000000
3.124139, 2.948000, 33.000000
3.112686, 2.956000, 29.000000
3.100959, 2.960000, 37.000000
3.095232, 16.209999, 29.000000
3.083779, 16.209999, 37.000000
3.072052, 16.209999, 41.000000
3.060598, 16.209999, 41.000000
3.048872, 16.209999, 49.000000
3.037418, 16.209999, 49.000000
3.025692, 16.209999, 45.000000
3.013965, 16.209999, 53.000000
2.986695, 1.277000, 61.000000
2.975514, 1.281000, 57.000000
2.964060, 1.286000, 53.000000
2.967605, 16.209999, 45.000000
2.956151, 16.209999, 49.000000
2.944425, 16.209999, 53.000000
2.932971, 16.209999, 57.000000
2.921245, 16.209999, 53.000000
2.909791, 16.209999, 53.000000
2.882520, 1.265000, 57.000000
2.870521, 1.229000, 61.000000
2.858249, 1.201000, 57.000000
2.863431, 16.209999, 153.000000
2.819798, 0.644000, 157.000000
2.808344, 0.647000, 145.000000
2.828524, 16.000000, 1.000000
2.785709, 0.655000, 129.000000
2.805344, 16.000000, 1.000000
2.762802, 0.664000, 125.000000
2.782164, 16.000000, 1.000000
2.740167, 0.673000, 117.000000
2.758984, 16.000000, 1.000000
2.747530, 16.309999, 1.000000
2.735804, 16.000000, 1.000000
2.724350, 16.309999, 1.000000
2.712623, 16.309999, 1.000000
2.701170, 16.309999, 1.000000
2.689443, 16.309999, 1.000000
2.677989, 16.309999, 1.000000
2.666263, 16.309999, 1.000000
2.654809, 16.309999, 1.000000
2.643083, 16.309999, 1.000000
2.631629, 16.309999, 1.000000
2.619903, 16.309999, 1.000000
2.608449, 16.309999, 1.000000
2.596723, 16.309999, 1.000000
2.585269, 16.309999, 1.000000
2.573543, 16.309999, 1.000000
2.562089, 16.309999, 1.000000
2.550362, 16.309999, 1.000000
2.538636, 16.309999, 1.000000
2.527182, 16.309999, 1.000000
2.515456, 16.309999, 1.000000
2.504002, 16.309999, 1.000000
2.492276, 16.309999, 1.000000
2.480549, 16.309999, 1.000000
2.469095, 16.309999, 1.000000
2.457369, 16.309999, 1.000000
2.445643, 16.309999, 1.000000
2.434189, 16.309999, 1.000000
2.422462, 16.309999, 1.000000
2.410736, 16.309999, 1.000000
2.399282, 16.309999, 1.000000
2.387556, 16.309999, 1.000000
2.376102, 16.309999, 1.000000
2.364376, 16.309999, 1.000000
2.352649, 16.309999, 1.000000
2.341196, 16.309999, 1.000000
2.329469, 16.309999, 1.000000
2.317743, 16.209999, 185.000000
2.186843, 0.179000, 153.000000
2.173753, 0.177000, 89.000000
2.282836, 16.000000, 1.000000
2.271383, 16.309999, 1.000000
2.259656, 16.000000, 1.000000
2.247929, 16.309999, 1.000000
2.236476, 16.309999, 1.000000
2.224749, 16.309999, 1.000000
2.213296, 16.309999, 1.000000
2.201569, 16.309999, 1.000000
2.189843, 16.309999, 1.000000
2.178389, 16.309999, 1.000000
2.043671, 0.174000, 25.000000
2.154936, 16.309999, 1.000000
2.021037, 0.175000, 121.000000
2.131756, 16.000000, 1.000000
1.997584, 0.175000, 73.000000
2.108576, 16.000000, 1.000000
1.974404, 0.175000, 121.000000
2.085123, 16.000000, 1.000000
1.950678, 0.175000, 217.000000
2.061670, 16.000000, 1.000000
2.049944, 16.209999, 249.000000
2.038217, 16.000000, 1.000000
2.026764, 16.209999, 41.000000
2.015037, 16.000000, 1.000000
2.003311, 16.209999, 217.000000
1.991857, 16.000000, 1.000000
1.980130, 16.209999, 73.000000
1.968404, 16.000000, 1.000000
1.861776, 0.224000, 185.000000
1.945224, 16.000000, 1.000000
1.838050, 0.223000, 89.000000
1.922044, 16.000000, 1.000000
1.815142, 0.224000, 89.000000
1.898591, 16.000000, 1.000000
1.887137, 16.309999, 1.000000
1.875411, 16.000000, 1.000000
1.863684, 16.309999, 1.000000
1.852231, 16.309999, 1.000000
1.840504, 16.309999, 1.000000
1.828778, 16.309999, 1.000000
1.817324, 16.309999, 1.000000
1.710150, 0.223000, 9.000000
1.698424, 0.223000, 137.000000
1.686970, 0.223000, 169.000000
1.770691, 16.000000, 1.000000
1.663790, 0.224000, 105.000000
1.747511, 16.000000, 1.000000
1.735785, 16.309999, 1.000000
1.724058, 16.000000, 1.000000
1.712604, 16.209999, 25.000000
1.623156, 0.273000, 121.000000
1.611430, 0.273000, 121.000000
1.677698, 16.000000, 1.000000
1.588795, 0.275000, 57.000000
1.654245, 16.000000, 1.000000
1.642791, 16.209999, 237.000000
1.631065, 16.000000, 1.000000
1.552252, 0.315000, 5.000000
1.608430, 16.000000, 1.000000
1.530163, 0.316000, 249.000000
1.585250, 16.000000, 1.000000
1.507255, 0.318000, 249.000000
1.562070, 16.000000, 1.000000
1.484075, 0.319000, 249.000000
1.538890, 16.000000, 1.000000
1.461713, 0.322000, 249.000000
1.515710, 16.000000, 1.000000
1.438806, 0.324000, 249.000000
1.492256, 16.000000, 1.000000
1.416171, 0.326000, 249.000000
1.469076, 16.000000, 1.000000
1.393264, 0.329000, 249.000000
1.445896, 16.000000, 1.000000
1.370356, 0.331000, 237.000000
1.422716, 16.000000, 1.000000
1.347721, 0.334000, 237.000000
1.399263, 16.000000, 1.000000
1.325360, 0.337000, 237.000000
1.376083, 16.000000, 1.000000
1.302725, 0.341000, 237.000000
1.352903, 16.000000, 1.000000
1.280090, 0.345000, 225.000000
1.329723, 16.000000, 1.000000
1.257728, 0.349000, 225.000000
1.306270, 16.000000, 1.000000
1.235093, 0.353000, 225.000000
1.283090, 16.000000, 1.000000
1.212731, 0.357000, 225.000000
1.259909, 16.000000, 1.000000
1.190097, 0.362000, 213.000000
1.236729, 16.000000, 1.000000
1.167734, 0.367000, 213.000000
1.213549, 16.000000, 1.000000
1.145372, 0.372000, 213.000000
1.190097, 16.000000, 1.000000
1.123010, 0.378000, 201.000000
1.166916, 16.000000, 1.000000
1.100375, 0.384000, 201.000000
1.143463, 16.000000, 1.000000
1.078286, 0.391000, 201.000000
1.120283, 16.000000, 1.000000
1.056197, 0.398000, 193.000000
1.097103, 16.000000, 1.000000
1.033835, 0.405000, 193.000000
1.073923, 16.000000, 1.000000
1.011473, 0.413000, 193.000000
1.050743, 16.000000, 1.000000
0.989383, 0.421000, 185.000000
1.027562, 16.000000, 1.000000
0.967022, 0.430000, 177.000000
1.004110, 16.000000, 1.000000
0.944932, 0.439000, 177.000000
0.980930, 16.000000, 1.000000
0.922843, 0.449000, 165.000000
0.957750, 16.000000, 1.000000
0.900481, 0.460000, 169.000000
0.934569, 16.000000, 1.000000
0.878664, 0.471000, 157.000000
0.911389, 16.000000, 1.000000
0.856575, 0.484000, 153.000000
0.888209, 16.000000, 1.000000
0.834486, 0.497000, 153.000000
0.864756, 16.000000, 1.000000
0.812942, 0.515000, 193.000000
0.841576, 16.000000, 1.000000
0.790579, 0.524000, 153.000000
0.818396, 16.000000, 1.000000
0.768218, 0.540000, 145.000000
0.795216, 16.000000, 1.000000
0.746128, 0.556000, 145.000000
0.772035, 16.000000, 1.000000
0.724312, 0.574000, 153.000000
0.748583, 16.000000, 1.000000
0.701950, 0.590000, 121.000000
0.725403, 16.000000, 1.000000
0.678497, 0.585000, 153.000000
0.702222, 16.000000, 1.000000
0.690496, 16.209999, 105.000000
0.678769, 16.000000, 1.000000
0.635409, 0.645000, 121.000000
0.655589, 16.000000, 1.000000
0.644136, 16.209999, 97.000000
0.632409, 16.000000, 1.000000
0.620955, 16.209999, 89.000000
0.609229, 16.000000, 1.000000
0.570777, 0.755000, 125.000000
0.586049, 16.000000, 1.000000
0.547324, 0.747000, 121.000000
0.562869, 16.000000, 1.000000
0.523872, 0.742000, 113.000000
0.539688, 16.000000, 1.000000
0.527962, 16.209999, 177.000000
0.516508, 16.000000, 1.000000
0.504782, 16.309999, 1.000000
0.493328, 16.000000, 1.000000
0.481602, 16.209999, 129.000000
0.434969, 0.586000, 129.000000
0.423242, 0.587000, 129.000000
0.446968, 16.000000, 1.000000
0.400062, 0.590000, 137.000000
0.423788, 16.000000, 1.000000
0.377155, 0.591000, 129.000000
0.400608, 16.000000, 1.000000
0.353975, 0.592000, 137.000000
0.377155, 16.000000, 1.000000
0.330795, 0.591000, 129.000000
0.353975, 16.000000, 1.000000
0.308432, 0.604000, 121.000000
0.330795, 16.000000, 1.000000
0.286071, 0.620000, 121.000000
0.307614, 16.000000, 1.000000
0.296160, 16.309999, 1.000000
0.284434, 16.000000, 1.000000
0.237801, 0.589000, 89.000000
0.226075, 0.589000, 129.000000
0.214621, 0.586000, 137.000000
0.238074, 16.000000, 1.000000
0.190623, 0.578000, 177.000000
0.214621, 16.000000, 1.000000
0.166897, 0.573000, 137.000000
0.191441, 16.000000, 1.000000
0.143444, 0.568000, 137.000000
0.168261, 16.000000, 1.000000
0.119991, 0.565000, 137.000000
0.145080, 16.000000, 1.000000
